age, Job_Category,Level,Nb_Years_School,Ed,marital-status,occupation,sex,gains,losses,hours-per-week,Orig_Country,Output_Class
62, ?, HS-grad,13,9, Married-civ-spouse, ?, Male,0,0,24, USA, Low
33, Private, HS-grad,13,9, Divorced, Adm-clerical, Female,0,0,40, USA, Low
21, Private, HS-grad,13,9, Never-married, Transport-moving, Male,0,0,20, USA, Low
46, Local-gov, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,0,45, USA, High
25, Private, 11th,11,7, Never-married, Handlers-cleaners, Male,0,0,40, USA, Low
29, Private, 5th-6th,7,3, Married-civ-spouse, Other-service, Male,0,0,40, Mexico, Low
29, Federal-gov, Bachelors,17,13, Never-married, Prof-specialty, Male,0,0,48, USA, Low
33, Private, Doctorate,20,16, Divorced, Sales, Male,99999,0,60, USA, High
50, Private, Assoc-acdm,16,12, Divorced, Craft-repair, Male,0,0,40, USA, Low
22, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,40, USA, Low
40, Private, HS-grad,13,9, Divorced, Craft-repair, Male,0,0,40, USA, Low
28, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,45, USA, Low
54, Private, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Male,0,0,40, USA, Low
29, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
49, Private, HS-grad,13,9, Widowed, Machine-op-inspct, Female,0,0,40, USA, Low
46, Private, 11th,11,7, Widowed, Other-service, Female,0,0,27, El-Salvador, Low
71, Self-emp-not-inc, 10th,10,6, Married-civ-spouse, Craft-repair, Male,0,0,8, USA, Low
27, Private, Few Years College,14,10, Married-civ-spouse, Farming-fishing, Male,0,0,80, USA, Low
56, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,40, USA, Low
64, Private, HS-grad,13,9, Married-civ-spouse, Tech-support, Male,0,0,60, Philippines, High
23, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Female,0,0,25, USA, Low
36, Private, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,0,40, USA, High
39, Local-gov, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,45, USA, High
26, Private, HS-grad,13,9, Never-married, Exec-managerial, Male,0,0,40, USA, Low
31, Federal-gov, Assoc-acdm,16,12, Married-civ-spouse, Tech-support, Male,0,0,40, USA, Low
36, Private, Bachelors,17,13, Divorced, Adm-clerical, Female,0,0,40, USA, Low
43, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, High
25, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,50, USA, Low
27, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
24, Private, 12th,12,8, Never-married, Sales, Male,0,0,40, USA, Low
50, Self-emp-not-inc, Assoc-acdm,16,12, Married-civ-spouse, Protective-serv, Male,0,0,20, USA, Low
30, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
24, Private, 11th,11,7, Never-married, Handlers-cleaners, Male,0,0,40, USA, Low
41, Local-gov, Masters,18,14, Divorced, Prof-specialty, Female,7430,0,36, USA, High
29, Private, Few Years College,14,10, Never-married, Exec-managerial, Male,0,0,45, USA, Low
31, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, Low
54, Private, Few Years College,14,10, Divorced, Exec-managerial, Female,0,0,40, Italy, Low
20, Private, 11th,11,7, Married-civ-spouse, Sales, Female,0,0,50, USA, Low
37, Private, HS-grad,13,9, Never-married, Other-service, Male,0,0,40, USA, Low
28, Local-gov, HS-grad,13,9, Never-married, Other-service, Male,0,0,30, USA, Low
39, Private, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Female,0,0,40, USA, High
46, State-gov, Few Years College,14,10, Never-married, Exec-managerial, Female,0,0,40, USA, Low
35, Private, Bachelors,17,13, Separated, Exec-managerial, Female,0,0,42, USA, Low
36, Self-emp-not-inc, Few Years College,14,10, Married-civ-spouse, Sales, Male,99999,0,20, USA, High
34, ?, HS-grad,13,9, Married-civ-spouse, ?, Male,0,0,25, USA, Low
44, Private, Masters,18,14, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
34, Self-emp-inc, Bachelors,17,13, Divorced, Exec-managerial, Male,0,0,50, USA, Low
28, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Sales, Male,0,0,50, USA, High
38, Self-emp-inc, Prof-school,19,15, Married-civ-spouse, Prof-specialty, Male,0,0,45, USA, High
64, ?, Bachelors,17,13, Married-civ-spouse, ?, Male,0,0,50, USA, High
19, ?, Few Years College,14,10, Never-married, ?, Female,0,0,40, USA, Low
35, Private, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,0,52, USA, High
61, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,40, USA, Low
45, Private, Few Years College,14,10, Divorced, Sales, Female,0,0,40, USA, Low
36, Private, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,40, USA, Low
34, Private, HS-grad,13,9, Never-married, Transport-moving, Male,0,0,30, USA, Low
27, Private, Assoc-voc,15,11, Married-civ-spouse, Sales, Male,0,0,60, USA, Low
22, Private, 10th,10,6, Never-married, Craft-repair, Male,0,0,40, USA, Low
26, Private, Bachelors,17,13, Never-married, Tech-support, Female,0,0,40, USA, Low
19, Private, 11th,11,7, Never-married, Other-service, Female,0,0,15, USA, Low
36, Private, HS-grad,13,9, Divorced, Farming-fishing, Male,0,0,40, USA, Low
51, Private, Bachelors,17,13, Divorced, Exec-managerial, Male,14084,0,50, USA, High
63, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,99999,0,40, USA, High
51, Private, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Male,0,0,40, USA, Low
20, State-gov, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,25, USA, Low
42, Self-emp-not-inc, Assoc-voc,15,11, Married-civ-spouse, Prof-specialty, Male,0,0,50, USA, Low
40, ?, Bachelors,17,13, Never-married, ?, Female,0,0,40, USA, Low
25, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
40, Private, Assoc-voc,15,11, Divorced, Adm-clerical, Female,0,0,50, USA, Low
41, ?, Bachelors,17,13, Married-civ-spouse, ?, Female,0,0,30, USA, High
49, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Male,0,0,80, USA, Low
46, Private, HS-grad,13,9, Separated, Machine-op-inspct, Female,0,0,40, USA, Low
32, Self-emp-not-inc, HS-grad,13,9, Separated, Sales, Male,0,0,50, USA, Low
28, Private, Few Years College,14,10, Married-civ-spouse, Handlers-cleaners, Male,0,0,40, Mexico, Low
19, ?, HS-grad,13,9, Never-married, ?, Male,0,0,20, USA, Low
19, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,25, USA, Low
18, Private, 11th,11,7, Never-married, Adm-clerical, Male,0,0,20, USA, Low
39, Private, HS-grad,13,9, Never-married, Sales, Male,0,0,55, USA, Low
60, Self-emp-not-inc, Bachelors,17,13, Divorced, Prof-specialty, Female,0,0,30, USA, Low
46, Local-gov, Bachelors,17,13, Divorced, Prof-specialty, Female,0,1408,40, USA, Low
38, Private, 7th-8th,8,4, Married-civ-spouse, Machine-op-inspct, Female,0,0,50, Canada, High
36, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,44, USA, High
45, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,40, USA, Low
60, State-gov, Bachelors,17,13, Divorced, Prof-specialty, Female,0,2339,40, USA, Low
30, Private, 11th,11,7, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
22, Private, Few Years College,14,10, Never-married, Tech-support, Female,0,0,43, USA, Low
23, Private, Few Years College,14,10, Never-married, Exec-managerial, Male,0,0,45, USA, Low
48, State-gov, Few Years College,14,10, Never-married, Prof-specialty, Female,0,0,24, USA, Low
46, Private, HS-grad,13,9, Married-civ-spouse, Other-service, Female,0,0,15, USA, Low
43, Private, Masters,18,14, Married-civ-spouse, Exec-managerial, Male,0,0,45, USA, High
25, Private, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,40, USA, Low
50, Private, Few Years College,14,10, Never-married, Prof-specialty, Male,0,0,40, USA, Low
61, Self-emp-inc, HS-grad,13,9, Divorced, Sales, Male,0,0,55, USA, Low
35, Private, Bachelors,17,13, Never-married, Sales, Male,0,0,50, USA, Low
65, Local-gov, Few Years College,14,10, Divorced, Exec-managerial, Female,0,0,40, USA, Low
56, Private, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,45, USA, Low
43, Self-emp-not-inc, Bachelors,17,13, Married-civ-spouse, Machine-op-inspct, Female,0,0,80, Thailand, Low
55, Private, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,50, USA, Low
22, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,40, USA, Low
40, Private, Few Years College,14,10, Divorced, Machine-op-inspct, Male,0,0,32, USA, Low
35, Private, HS-grad,13,9, Married-civ-spouse, Farming-fishing, Male,0,1672,50, USA, Low
22, ?, Few Years College,14,10, Never-married, ?, Male,0,0,50, USA, Low
20, Private, 9th,9,5, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
46, Local-gov, 12th,12,8, Married-civ-spouse, Other-service, Male,0,0,35, USA, High
43, Private, HS-grad,13,9, Separated, Transport-moving, Male,0,0,40, Mexico, Low
46, Federal-gov, HS-grad,13,9, Divorced, Adm-clerical, Female,0,0,40, ?, Low
39, Private, 11th,11,7, Married-civ-spouse, Other-service, Male,2635,0,37, USA, Low
34, Private, HS-grad,13,9, Never-married, Exec-managerial, Female,0,0,20, England, Low
35, Private, HS-grad,13,9, Divorced, Other-service, Female,0,0,35, USA, Low
30, Private, HS-grad,13,9, Never-married, Adm-clerical, Male,0,0,41, USA, Low
25, Private, HS-grad,13,9, Never-married, Machine-op-inspct, Male,0,0,28, USA, Low
44, Private, Masters,18,14, Married-civ-spouse, Exec-managerial, Male,0,0,35, USA, High
35, Private, HS-grad,13,9, Divorced, Adm-clerical, Female,0,0,40, USA, Low
41, Private, HS-grad,13,9, Married-civ-spouse, Handlers-cleaners, Male,0,0,40, USA, Low
43, Federal-gov, Bachelors,17,13, Married-civ-spouse, Adm-clerical, Male,7298,0,40, USA, High
32, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,40, USA, Low
50, Private, 7th-8th,8,4, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
20, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,15, USA, Low
29, Private, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Female,0,0,20, USA, Low
38, Private, Prof-school,19,15, Married-civ-spouse, Prof-specialty, Male,99999,0,70, USA, High
20, Private, 10th,10,6, Never-married, Handlers-cleaners, Male,0,0,50, USA, Low
41, Private, HS-grad,13,9, Never-married, Sales, Female,0,0,40, USA, Low
27, Private, Few Years College,14,10, Never-married, Exec-managerial, Female,0,0,65, USA, Low
37, Private, 9th,9,5, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
62, State-gov, Masters,18,14, Separated, Prof-specialty, Female,0,0,24, ?, Low
31, Private, 10th,10,6, Divorced, Other-service, Male,0,0,40, USA, Low
49, Private, Few Years College,14,10, Divorced, Adm-clerical, Female,0,0,40, USA, Low
33, Local-gov, Bachelors,17,13, Never-married, Prof-specialty, Female,0,0,50, USA, Low
31, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,1848,40, USA, High
19, Private, Few Years College,14,10, Never-married, Other-service, Female,0,0,35, USA, Low
44, Private, 7th-8th,8,4, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
31, Self-emp-inc, Few Years College,14,10, Never-married, Exec-managerial, Male,0,0,65, USA, High
62, Private, HS-grad,13,9, Widowed, Farming-fishing, Female,0,0,40, USA, Low
65, Self-emp-not-inc, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,0,2174,10, USA, High
17, Private, 9th,9,5, Married-civ-spouse, Other-service, Male,0,0,40, USA, Low
60, Private, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,44, USA, High
31, Private, 11th,11,7, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
29, Private, Few Years College,14,10, Never-married, Other-service, Female,0,0,40, USA, Low
53, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, High
44, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,40, USA, High
43, Private, 11th,11,7, Married-civ-spouse, Sales, Male,0,0,60, USA, Low
40, Federal-gov, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,1579,40, USA, Low
18, Private, 11th,11,7, Never-married, Sales, Female,0,0,10, USA, Low
47, Private, HS-grad,13,9, Divorced, Craft-repair, Female,0,0,43, USA, Low
38, Federal-gov, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,4064,0,40, USA, Low
37, Private, Assoc-acdm,16,12, Married-civ-spouse, Other-service, Female,0,0,25, USA, Low
40, Private, Few Years College,14,10, Separated, Sales, Female,0,0,40, USA, Low
57, Self-emp-inc, HS-grad,13,9, Married-civ-spouse, Prof-specialty, Male,0,0,60, USA, High
43, Private, HS-grad,13,9, Separated, Other-service, Female,4101,0,40, USA, Low
32, Private, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,0,40, Ecuador, Low
64, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,40, USA, Low
18, Private, 12th,12,8, Never-married, Sales, Female,0,0,20, USA, Low
40, Self-emp-not-inc, Bachelors,17,13, Never-married, Exec-managerial, Male,0,0,50, USA, Low
17, ?, 11th,11,7, Never-married, ?, Female,0,0,40, Trinadad&Tobago, Low
23, Private, HS-grad,13,9, Never-married, Machine-op-inspct, Male,0,0,40, USA, Low
45, Private, Assoc-voc,15,11, Divorced, Adm-clerical, Female,0,0,40, USA, Low
45, Self-emp-not-inc, Masters,18,14, Divorced, Prof-specialty, Female,0,0,15, USA, Low
27, Private, 10th,10,6, Never-married, Other-service, Male,0,0,60, Mexico, Low
23, Private, Few Years College,14,10, Married-spouse-absent, Handlers-cleaners, Male,0,0,40, USA, Low
58, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Farming-fishing, Male,0,0,30, USA, Low
35, Private, HS-grad,13,9, Divorced, Tech-support, Female,0,0,75, USA, Low
47, Private, Masters,18,14, Divorced, Prof-specialty, Male,0,0,40, USA, High
33, Private, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,50, USA, Low
27, Private, Bachelors,17,13, Separated, Prof-specialty, Male,0,0,40, Philippines, High
46, Private, Assoc-acdm,16,12, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, High
24, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,56, USA, Low
40, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,44, USA, High
44, Private, HS-grad,13,9, Never-married, Other-service, Female,0,0,24, USA, Low
31, Local-gov, Bachelors,17,13, Married-civ-spouse, Protective-serv, Male,0,0,97, USA, High
37, Private, Assoc-voc,15,11, Married-civ-spouse, Adm-clerical, Male,7688,0,40, USA, High
23, Private, Assoc-voc,15,11, Separated, Exec-managerial, Female,0,0,40, USA, Low
30, Self-emp-inc, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,0,52, USA, High
31, Private, Few Years College,14,10, Married-civ-spouse, Other-service, Male,0,0,35, USA, Low
24, ?, HS-grad,13,9, Never-married, ?, Female,0,0,32, USA, Low
32, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,3464,0,40, USA, Low
27, Private, HS-grad,13,9, Never-married, Transport-moving, Male,0,0,40, USA, Low
35, Local-gov, HS-grad,13,9, Never-married, Adm-clerical, Male,0,0,55, USA, Low
27, Private, Bachelors,17,13, Never-married, Exec-managerial, Male,0,1876,40, USA, Low
30, Self-emp-not-inc, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,0,70, ?, Low
33, Self-emp-not-inc, HS-grad,13,9, Never-married, Farming-fishing, Male,0,0,70, USA, Low
34, Private, Doctorate,20,16, Married-civ-spouse, Prof-specialty, Male,0,0,45, USA, High
29, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,50, USA, Low
26, Local-gov, Masters,18,14, Never-married, Prof-specialty, Female,2174,0,40, USA, Low
39, Self-emp-not-inc, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,40, USA, Low
37, Self-emp-inc, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,3103,0,50, USA, High
51, Private, Few Years College,14,10, Divorced, Exec-managerial, Female,0,0,50, USA, High
40, Private, Few Years College,14,10, Separated, Craft-repair, Male,4934,0,47, USA, High
53, Private, 7th-8th,8,4, Married-civ-spouse, Craft-repair, Male,0,0,40, Vietnam, Low
58, Federal-gov, Few Years College,14,10, Married-civ-spouse, Tech-support, Male,0,1485,40, USA, High
29, Private, Bachelors,17,13, Married-civ-spouse, Tech-support, Male,0,0,40, USA, High
33, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, Mexico, Low
57, Private, Masters,18,14, Married-civ-spouse, Exec-managerial, Male,0,0,60, USA, High
69, State-gov, HS-grad,13,9, Married-civ-spouse, Protective-serv, Male,0,0,40, USA, Low
20, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,12, USA, Low
56, Private, HS-grad,13,9, Widowed, Sales, Female,0,0,25, Mexico, Low
49, Private, 5th-6th,7,3, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
34, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
70, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,37, USA, Low
44, Private, Bachelors,17,13, Divorced, Exec-managerial, Female,0,0,45, USA, Low
37, Private, Bachelors,17,13, Never-married, Prof-specialty, Male,10520,0,40, USA, High
58, Local-gov, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,0,58, USA, Low
42, Self-emp-not-inc, Few Years College,14,10, Married-civ-spouse, Prof-specialty, Female,0,0,25, USA, Low
41, Private, HS-grad,13,9, Married-civ-spouse, Sales, Male,0,0,40, USA, Low
28, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,40, USA, Low
47, Local-gov, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,7688,0,60, USA, High
24, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Female,0,0,40, USA, Low
58, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Other-service, Male,7688,0,55, USA, High
18, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,25, USA, Low
50, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,0,0,50, USA, High
69, Private, Few Years College,14,10, Widowed, Adm-clerical, Female,2050,0,24, USA, Low
84, Private, Masters,18,14, Never-married, Prof-specialty, Male,0,0,66, USA, Low
47, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,60, USA, High
19, Private, 12th,12,8, Never-married, Handlers-cleaners, Male,0,0,20, USA, Low
24, Private, Few Years College,14,10, Never-married, Prof-specialty, Male,0,0,40, USA, Low
48, ?, Bachelors,17,13, Married-civ-spouse, ?, Male,0,0,6, USA, Low
53, Private, HS-grad,13,9, Divorced, Machine-op-inspct, Male,0,0,50, USA, Low
58, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,45, USA, Low
22, Private, Few Years College,14,10, Never-married, Handlers-cleaners, Male,0,0,24, Mexico, Low
36, Self-emp-not-inc, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,0,0,52, USA, Low
34, Private, 12th,12,8, Never-married, Adm-clerical, Female,0,0,40, USA, Low
43, Private, 1st-4th,6,2, Widowed, Prof-specialty, Female,0,0,21, Mexico, Low
37, Private, HS-grad,13,9, Married-civ-spouse, Handlers-cleaners, Male,0,0,24, USA, Low
43, Private, Prof-school,19,15, Separated, Tech-support, Male,0,0,50, Columbia, High
42, Private, Few Years College,14,10, Married-civ-spouse, Tech-support, Female,0,0,40, USA, High
21, Private, Few Years College,14,10, Never-married, Other-service, Male,0,0,30, USA, Low
49, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Sales, Male,0,0,60, Greece, Low
35, Private, HS-grad,13,9, Married-civ-spouse, Other-service, Male,0,0,40, USA, Low
49, Self-emp-not-inc, Few Years College,14,10, Widowed, Craft-repair, Female,0,0,30, USA, Low
28, Private, Few Years College,14,10, Never-married, Other-service, Male,0,0,40, USA, Low
51, Private, 1st-4th,6,2, Married-civ-spouse, Craft-repair, Male,0,0,40, Mexico, Low
30, ?, Bachelors,17,13, Never-married, ?, Female,0,0,40, USA, Low
19, Private, 7th-8th,8,4, Never-married, Other-service, Male,0,0,60, USA, High
56, Private, 9th,9,5, Married-civ-spouse, Other-service, Male,0,0,40, USA, Low
20, Private, HS-grad,13,9, Never-married, Other-service, Male,0,0,8, USA, Low
22, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,37, USA, Low
33, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,99999,0,56, USA, High
54, ?, HS-grad,13,9, Divorced, ?, Male,0,0,45, USA, Low
22, Private, Few Years College,14,10, Never-married, Craft-repair, Male,0,0,50, USA, Low
68, Private, Few Years College,14,10, Divorced, Priv-house-serv, Female,0,0,30, USA, Low
56, Local-gov, Bachelors,17,13, Divorced, Exec-managerial, Female,0,0,40, USA, Low
23, ?, HS-grad,13,9, Never-married, ?, Male,0,0,40, USA, Low
69, Self-emp-not-inc, 9th,9,5, Married-civ-spouse, Adm-clerical, Male,0,0,40, USA, Low
41, Private, Bachelors,17,13, Never-married, Tech-support, Male,0,0,40, USA, Low
33, Private, HS-grad,13,9, Never-married, Machine-op-inspct, Female,0,0,40, USA, Low
18, Private, 11th,11,7, Never-married, Sales, Female,0,0,8, Mexico, Low
17, Private, 11th,11,7, Never-married, Other-service, Male,0,0,16, Haiti, Low
31, Private, 11th,11,7, Divorced, Handlers-cleaners, Male,0,1721,40, USA, Low
50, Private, Few Years College,14,10, Married-civ-spouse, Tech-support, Male,0,0,60, USA, High
62, Private, 10th,10,6, Widowed, Handlers-cleaners, Female,0,0,40, USA, Low
41, Private, HS-grad,13,9, Divorced, Adm-clerical, Female,0,0,52, USA, Low
20, Federal-gov, HS-grad,13,9, Never-married, Other-service, Female,0,0,40, USA, Low
23, Private, Assoc-acdm,16,12, Never-married, Sales, Male,0,0,30, USA, Low
18, Private, HS-grad,13,9, Never-married, Other-service, Male,0,0,20, USA, Low
53, ?, 7th-8th,8,4, Separated, ?, Male,0,0,40, USA, Low
42, Private, 9th,9,5, Married-civ-spouse, Craft-repair, Male,0,0,40, Mexico, Low
23, Private, Bachelors,17,13, Never-married, Prof-specialty, Male,0,0,40, USA, Low
43, Private, HS-grad,13,9, Divorced, Adm-clerical, Female,0,0,40, USA, Low
47, Private, HS-grad,13,9, Married-civ-spouse, Sales, Male,0,0,55, USA, Low
53, Local-gov, 5th-6th,7,3, Married-civ-spouse, Other-service, Male,0,0,40, Mexico, Low
28, Private, 10th,10,6, Never-married, Handlers-cleaners, Male,0,0,40, USA, Low
28, State-gov, Few Years College,14,10, Married-civ-spouse, Protective-serv, Male,0,0,40, USA, Low
44, Private, Few Years College,14,10, Married-civ-spouse, Prof-specialty, Male,0,0,45, USA, Low
58, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
25, ?, 7th-8th,8,4, Never-married, ?, Female,0,0,32, Mexico, Low
26, Private, HS-grad,13,9, Never-married, Machine-op-inspct, Female,0,0,40, USA, Low
36, Self-emp-not-inc, Few Years College,14,10, Married-civ-spouse, Farming-fishing, Male,3456,0,8, USA, Low
27, Private, HS-grad,13,9, Divorced, Other-service, Female,0,0,40, USA, Low
39, Private, Doctorate,20,16, Married-civ-spouse, Exec-managerial, Male,0,0,45, USA, High
25, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, Low
17, Private, 11th,11,7, Never-married, Other-service, Female,0,0,15, USA, Low
39, Private, Bachelors,17,13, Divorced, Exec-managerial, Male,0,0,50, USA, Low
52, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
24, Private, Bachelors,17,13, Never-married, Sales, Female,0,0,50, USA, Low
26, Self-emp-not-inc, Assoc-voc,15,11, Married-civ-spouse, Farming-fishing, Male,0,0,55, USA, Low
24, ?, Bachelors,17,13, Never-married, ?, Female,0,0,40, USA, Low
32, Private, HS-grad,13,9, Married-civ-spouse, Handlers-cleaners, Male,0,0,40, USA, High
49, Local-gov, Masters,18,14, Married-civ-spouse, Protective-serv, Male,0,0,40, USA, High
20, ?, Few Years College,14,10, Never-married, ?, Female,0,0,25, USA, Low
40, Private, 11th,11,7, Married-civ-spouse, Farming-fishing, Male,0,0,40, USA, Low
52, Private, Prof-school,19,15, Divorced, Exec-managerial, Male,0,2559,60, USA, High
33, Private, HS-grad,13,9, Never-married, Adm-clerical, Male,0,0,40, USA, Low
19, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,20, USA, Low
37, Private, Assoc-voc,15,11, Married-civ-spouse, Prof-specialty, Male,0,0,40, Japan, Low
21, State-gov, Few Years College,14,10, Never-married, Tech-support, Female,0,0,20, USA, Low
33, Private, Few Years College,14,10, Never-married, Adm-clerical, Male,0,0,36, USA, Low
28, Private, Assoc-acdm,16,12, Divorced, Prof-specialty, Female,0,0,40, USA, Low
48, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,1579,40, USA, Low
43, Private, Bachelors,17,13, Separated, Tech-support, Male,0,0,40, USA, Low
32, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
28, Private, HS-grad,13,9, Never-married, Other-service, Male,0,0,30, USA, Low
47, Self-emp-not-inc, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,0,40, South, Low
37, Private, Bachelors,17,13, Married-civ-spouse, Adm-clerical, Male,0,0,50, USA, High
26, Private, Few Years College,14,10, Separated, Sales, Male,0,0,30, USA, Low
55, Private, HS-grad,13,9, Married-civ-spouse, Other-service, Male,0,0,60, USA, Low
40, Private, Assoc-acdm,16,12, Divorced, Sales, Female,0,0,40, USA, Low
31, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
39, Private, HS-grad,13,9, Married-civ-spouse, Other-service, Male,0,0,40, USA, High
54, Self-emp-inc, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,54, USA, High
38, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,40, Philippines, Low
53, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Farming-fishing, Male,0,0,85, USA, Low
27, Self-emp-not-inc, Assoc-acdm,16,12, Never-married, Prof-specialty, Female,0,0,78, USA, Low
42, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
62, Private, Few Years College,14,10, Divorced, Adm-clerical, Female,0,0,40, USA, Low
47, Private, 11th,11,7, Married-civ-spouse, Adm-clerical, Male,0,1485,58, USA, Low
26, Private, Bachelors,17,13, Never-married, Exec-managerial, Female,0,0,50, USA, Low
33, ?, HS-grad,13,9, Never-married, ?, Female,0,0,20, USA, Low
59, Private, Few Years College,14,10, Divorced, Other-service, Male,0,0,40, USA, Low
